Speaker: Simeon
  Tier Type: po, Annotations Count: 310
    Time Stamp: a752, Annotation: sirvieron a los jmestizos trabajando 
    Time Stamp: a753, Annotation: claro, ahora ya la edad 
    Time Stamp: a754, Annotation: y el cuerpo se va acabando 
    Time Stamp: a755, Annotation: cuantos hijos tiene 
    Time Stamp: a756, Annotation: unito 
    Time Stamp: a757, Annotation: no tienen mas 
    Time Stamp: a758, Annotation: ese unito 
    Time Stamp: a759, Annotation: que es ahora 
    Time Stamp: a760, Annotation: algun dirigente o algo 
    Time Stamp: a761, Annotation: aaaaaaaah
    Time Stamp: a762, Annotation: quina 
    Time Stamp: a763, Annotation: esa montaña negra 
    Time Stamp: a764, Annotation: se han peleado en la cocha de TIlun 
    Time Stamp: a765, Annotation: no saben esa historia 
    Time Stamp: a766, Annotation: si, si 
    Time Stamp: a767, Annotation: Reynaldo Anguizo caiza
    Time Stamp: a768, Annotation: Dicho tia Ortija 
    Time Stamp: a791, Annotation: con ellos pelearon 
    Time Stamp: a792, Annotation: ustedes no saben esa historia 
    Time Stamp: a793, Annotation: mmmm
    Time Stamp: a809, Annotation: este monte negro 
    Time Stamp: a810, Annotation: (..................)
    Time Stamp: a875, Annotation: pero quito no cierto 
    Time Stamp: a876, Annotation: el agua, el agua nos quitaron 
    Time Stamp: a877, Annotation: si, esta tiaaaaaaa
    Time Stamp: a878, Annotation: dicho Jame, Raymundo Armada 
    Time Stamp: a879, Annotation: ya se ha muerto 
    Time Stamp: a880, Annotation: ellos se estan haciendo viejitos verdad 
    Time Stamp: a881, Annotation: es la mama
    Time Stamp: a882, Annotation: mmm
    Time Stamp: a883, Annotation: ellos para mi abuela 
    Time Stamp: a884, Annotation: ellos para mi 
    Time Stamp: a885, Annotation: que
    Time Stamp: a886, Annotation: mi difunto abuelo sembraba el terreno cogiendo partido.
    Time Stamp: a887, Annotation: este
    Time Stamp: a888, Annotation: Tia Ortencia Jame , ellos 
    Time Stamp: a889, Annotation: ellos siembran 
    Time Stamp: a890, Annotation: eso
    Time Stamp: a891, Annotation: yo si les conozco 
    Time Stamp: a892, Annotation: se ha quedado el reynaldo
    Time Stamp: a917, Annotation: solo escuche que se murio, pero no le conocia 
    Time Stamp: a918, Annotation: (.........)
    Time Stamp: a919, Annotation: no le vi, pero solo escuchaba 
    Time Stamp: a920, Annotation: mmm
    Time Stamp: a921, Annotation: entonces esa historia 
    Time Stamp: a961, Annotation: la gente de aqui si viene a pasear 
    Time Stamp: a962, Annotation: a observar 
    Time Stamp: a963, Annotation: este vienen a dejar aqui brujeando 
    Time Stamp: a964, Annotation: si, cierto 
    Time Stamp: a965, Annotation: asi hacen dentro de la piedra 
    Time Stamp: a966, Annotation: este asi 
    Time Stamp: a967, Annotation: asi brujeria 
    Time Stamp: a968, Annotation: trabajando si 
    Time Stamp: a1034, Annotation: esta piedra hace esas cosas
    Time Stamp: a1035, Annotation: ah 
    Time Stamp: a1036, Annotation: asi se ven no mas 
    Time Stamp: a1037, Annotation: aaah
    Time Stamp: a1038, Annotation: haaaaaaaa
    Time Stamp: a1049, Annotation: asi, asi hay 
    Time Stamp: a1050, Annotation: si,  estas piedras curan 
    Time Stamp: a1051, Annotation: esas cosas escucho 
    Time Stamp: a1056, Annotation: ponen asi llamando
    Time Stamp: a1090, Annotation: y eran asi no 
    Time Stamp: a1091, Annotation: y asi ustedes 
    Time Stamp: a1092, Annotation: sufrian antes asi 
    Time Stamp: a1093, Annotation: si 
    Time Stamp: a1094, Annotation: en esos tiempos ni de pie 
    Time Stamp: a1151, Annotation: mmm
    Time Stamp: a1152, Annotation: asi 
    Time Stamp: a1153, Annotation: ahora para ver no hay nada 
    Time Stamp: a1155, Annotation: esto ahora 
    Time Stamp: a1156, Annotation: indicar a los niños que van cfreciendo 
    Time Stamp: a1157, Annotation: le indicaramos diciendo asi era 
    Time Stamp: a1158, Annotation: no ha tenido nada 
    Time Stamp: a1159, Annotation: si, el tiempo 
    Time Stamp: a1160, Annotation: llevaramos 
    Time Stamp: a1267, Annotation: si 
    Time Stamp: a1268, Annotation: tiempos 
    Time Stamp: a1322, Annotation: guardar 
    Time Stamp: a1323, Annotation: no les dejaba que guarden 
    Time Stamp: a1460, Annotation: la madre es la que pare 
    Time Stamp: a1461, Annotation: a escondidas 
    Time Stamp: a1462, Annotation: mama Alicia 
    Time Stamp: a1463, Annotation: no les daba papas 
    Time Stamp: a1464, Annotation: cuando ustedes servian 
    Time Stamp: a1465, Annotation: o ayudaban a recoger 
    Time Stamp: a1466, Annotation: si es soltera 
    Time Stamp: a1467, Annotation: no no conozco cual tia sera 
    Time Stamp: a1468, Annotation: mmm
    Time Stamp: a1576, Annotation: que es rudio 
    Time Stamp: a1577, Annotation: se turneaban cada mes para que uno paste 
    Time Stamp: a1578, Annotation: asi 
    Time Stamp: a1579, Annotation: se cambiaba 
    Time Stamp: a1580, Annotation: y entraba un nuevo 
    Time Stamp: a1581, Annotation: asi era 
    Time Stamp: a1582, Annotation: de la oveja no les daba
    Time Stamp: a1583, Annotation: porque se mueren 
    Time Stamp: a1779, Annotation: no comian 
    Time Stamp: a1780, Annotation: no les decia que lleven 
    Time Stamp: a2700, Annotation: los perros tenian los jefes 
    Time Stamp: a2701, Annotation: de nuevo este 
    Time Stamp: a2702, Annotation: las ovejas tiernas 
    Time Stamp: a2703, Annotation: no les daba cosas 
    Time Stamp: a2704, Annotation: eso no podrian hacer crecer huerfano
    Time Stamp: a2705, Annotation: habia para hacer parir a escondidas 
    Time Stamp: a2706, Annotation: eso
    Time Stamp: a2707, Annotation: en tantas ovejas 
    Time Stamp: a2708, Annotation: habia bastantes que paran no cierto 
    Time Stamp: a2709, Annotation: si en tiempo 
    Time Stamp: a2710, Annotation: leche 
    Time Stamp: a2711, Annotation: la leche de la oveja ha de ser mas rica 
    Time Stamp: a2712, Annotation: y mas blanca 
    Time Stamp: a2713, Annotation: para ver con la leche de la vaca 
    Time Stamp: a2714, Annotation: haaaa
    Time Stamp: a2715, Annotation: la leche de la oveja 
    Time Stamp: a2716, Annotation: ustedes
    Time Stamp: a2717, Annotation: este puesto se llana monte negro 
    Time Stamp: a2833, Annotation: de chillapata Calera
    Time Stamp: a2834, Annotation: como se llama usted 
    Time Stamp: a2835, Annotation: haaaaaaaaa
    Time Stamp: a2836, Annotation: entonces es de Chillapata
    Time Stamp: a2837, Annotation: entonces en este monte negro 
    Time Stamp: a2838, Annotation: vives porque se caso 
    Time Stamp: a2839, Annotation: yaa 
    Time Stamp: a2840, Annotation: no vives en Chillapata
    Time Stamp: a2841, Annotation: no tiene terrenos 
    Time Stamp: a2842, Annotation: alla no ha de ver bastante verdad 
    Time Stamp: a2843, Annotation: pequeño
    Time Stamp: a2844, Annotation: cuando es asi se va 
    Time Stamp: a2845, Annotation: cuando hay algun compromiso
    Time Stamp: a2846, Annotation: haaaa
    Time Stamp: a2847, Annotation: haaaaaa
    Time Stamp: a2880, Annotation: si
    Time Stamp: a3004, Annotation: ya ya
    Time Stamp: a3005, Annotation: me voy a ver 
    Time Stamp: a3006, Annotation: al bebe
    Time Stamp: a3007, Annotation: sigan hablando 
    Time Stamp: a3008, Annotation: (risas)
    Time Stamp: a3651, Annotation: y esto sacas 
    Time Stamp: a3652, Annotation: a Alejita
    Time Stamp: a3653, Annotation: le llevamot
    Time Stamp: a3654, Annotation: (...................)
    Time Stamp: a3655, Annotation: ayudale 
    Time Stamp: a3712, Annotation: en el camino que se va 
    Time Stamp: a3713, Annotation: esta el padrino
    Time Stamp: a3714, Annotation: tiene que ir y esta sentadodo
    Time Stamp: a3715, Annotation: si
    Time Stamp: a3716, Annotation: si
    Time Stamp: a3717, Annotation: None
    Time Stamp: a3718, Annotation: haaaaa
    Time Stamp: a3719, Annotation: darame viendo
    Time Stamp: a3720, Annotation: todavia hay juguetes en el carro
    Time Stamp: a3721, Annotation: juguete de la niño (ruido)
    Time Stamp: a3832, Annotation: donde esta la niña
    Time Stamp: a3833, Annotation: ayudale
    Time Stamp: a3848, Annotation: no le ayudo
    Time Stamp: a3849, Annotation: ha ya
    Time Stamp: a3850, Annotation: yo
    Time Stamp: a3851, Annotation: (............)
    Time Stamp: a3722, Annotation: esto sabiamos comer cuado eramos pequeños
    Time Stamp: a3723, Annotation: sabe hacer chumar 
    Time Stamp: a3752, Annotation: es pingu pingu
    Time Stamp: a3753, Annotation: eso
    Time Stamp: a3754, Annotation: come la lagartija decian
    Time Stamp: a3755, Annotation: pero nosotros cuando eramos pequeños
    Time Stamp: a3756, Annotation: deciamos que es mortiños y comiamos 
    Time Stamp: a3757, Annotation: ha ha
    Time Stamp: a3758, Annotation: pingu pingu
    Time Stamp: a3759, Annotation: yo
    Time Stamp: a3798, Annotation: ganado y ovejas 
    Time Stamp: a3799, Annotation: pasrabamos y comiamos eso
    Time Stamp: a3800, Annotation: habido popo (estiercol) de un conejo pequeño
    Time Stamp: a3801, Annotation: si
    Time Stamp: a3802, Annotation: aqui es brujeria 
    Time Stamp: a3803, Annotation: aqui hacen brujeria en este lugar 
    Time Stamp: a3804, Annotation: hacen brujeria y rituales 
    Time Stamp: a3805, Annotation: habia eso 
    Time Stamp: a3806, Annotation: ha ha
    Time Stamp: a3852, Annotation: vamonos Alejalita
    Time Stamp: a3853, Annotation: en nombre de Dios 
    Time Stamp: a2555, Annotation: hagacharase padrino usted es grande 
    Time Stamp: a2556, Annotation: estas subiendo 
    Time Stamp: a2557, Annotation: hablen, hablen 
    Time Stamp: a2558, Annotation: yo me quedo con mi hija
    Time Stamp: a2559, Annotation: los montes 
    Time Stamp: a2560, Annotation: (................................)
    Time Stamp: a2561, Annotation: si
    Time Stamp: a2562, Annotation: haaaa
    Time Stamp: a2563, Annotation: pilas, pilas
    Time Stamp: a2564, Annotation: es bonito arriba 
    Time Stamp: a3854, Annotation: es bien bonito
    Time Stamp: a3855, Annotation: (........)
    Time Stamp: a3856, Annotation: piedras
    Time Stamp: a3857, Annotation: vengo bajando 
    Time Stamp: a2566, Annotation: este 
    Time Stamp: a2567, Annotation: el padrino dice 
    Time Stamp: a3858, Annotation: es un paraiso y tu no conoces 
    Time Stamp: a3859, Annotation: ellga el carro
    Time Stamp: a3860, Annotation: espera 
    Time Stamp: a3908, Annotation: (risa)
    Time Stamp: a3909, Annotation: cansada
    Time Stamp: a3910, Annotation: grabara a Aleja tambien 
    Time Stamp: a3911, Annotation: arriba al monte dile
    Time Stamp: a3970, Annotation: (.....................)
    Time Stamp: a3971, Annotation: le da pereza 
    Time Stamp: a3972, Annotation: hicieron casa y
    Time Stamp: a3973, Annotation: bajaron 
    Time Stamp: a3974, Annotation: aca
    Time Stamp: a3975, Annotation: quien ha puesto estos palos asi 
    Time Stamp: a3976, Annotation: estos palos
    Time Stamp: a3977, Annotation: diga padrino
    Time Stamp: a3978, Annotation: aqui esta el padrino
    Time Stamp: a3979, Annotation: traeras a Lucky para tomarnos una foto aqui
    Time Stamp: a3980, Annotation: no estan frio 
    Time Stamp: a3981, Annotation: si esta bien 
    Time Stamp: a3982, Annotation: vamos hasta arriba dice padrino
    Time Stamp: a3983, Annotation: si va avanzar 
    Time Stamp: a3984, Annotation: el dice yo si camino
    Time Stamp: a3985, Annotation: adelantese no mas 
    Time Stamp: a3986, Annotation: sigue adelante
    Time Stamp: a3987, Annotation: yo me estoy cansando con Alejandra
    Time Stamp: a4109, Annotation: (..................)
    Time Stamp: a4110, Annotation: se durmio
    Time Stamp: a4419, Annotation: (............................)
    Time Stamp: a4420, Annotation: (...................................)
    Time Stamp: a4421, Annotation: hay mortiños
    Time Stamp: a4422, Annotation: si hay mortiños aqui 
    Time Stamp: a2357, Annotation: Jorge  yo te saco fotos
    Time Stamp: a2358, Annotation: padrino 
    Time Stamp: a2359, Annotation: llukchina
    Time Stamp: a2360, Annotation: marcado a la hijada 
    Time Stamp: a2361, Annotation: bonita 
    Time Stamp: a2362, Annotation: bajaras la 
    Time Stamp: a2363, Annotation: Ali
    Time Stamp: a2364, Annotation: algo paso 
    Time Stamp: a2365, Annotation: pon en la foto padrino 
    Time Stamp: a2366, Annotation: ya ya 
    Time Stamp: a2367, Annotation: este 
    Time Stamp: a2368, Annotation: (............)
    Time Stamp: a2369, Annotation: a donde 
    Time Stamp: a2370, Annotation: (....................)
    Time Stamp: a2371, Annotation: Jorge, Jorge 
    Time Stamp: a2372, Annotation: Jorge 
    Time Stamp: a2373, Annotation: no va a pasar nada 
    Time Stamp: a2374, Annotation: Ali 
    Time Stamp: a2375, Annotation: Ali
    Time Stamp: a2376, Annotation: Ali 
    Time Stamp: a2377, Annotation: mira alla
    Time Stamp: a2378, Annotation: Ali
    Time Stamp: a2379, Annotation: Ali 
    Time Stamp: a2380, Annotation: Aaaali
    Time Stamp: a2381, Annotation: risas
    Time Stamp: a2382, Annotation: te sacamos Ali 
    Time Stamp: a2383, Annotation: en la piedra 
    Time Stamp: a2384, Annotation: hasme ver 
    Time Stamp: a2385, Annotation: bien ha salido 
    Time Stamp: a2386, Annotation: abajo los ganados 
    Time Stamp: a2387, Annotation: habido bastante 
    Time Stamp: a2388, Annotation: qeu 
    Time Stamp: a2389, Annotation: por donde nos damos la vuelta 
    Time Stamp: a2390, Annotation: ah ya ya 
    Time Stamp: a2391, Annotation: entonces 
    Time Stamp: a2153, Annotation: ha estado caliente Jorgito 
    Time Stamp: a2154, Annotation: alla aal frente 
    Time Stamp: a2155, Annotation: a donde sale ese camino 
    Time Stamp: a2156, Annotation: si ese camino 
    Time Stamp: a2157, Annotation: no, a donde va ese camino 
    Time Stamp: a2158, Annotation: venimos por aqui abajo 
    Time Stamp: a2159, Annotation: no por arriba 
    Time Stamp: a2160, Annotation: este
    Time Stamp: a2161, Annotation: si, del frente vengo 
    Time Stamp: a2162, Annotation: no me acuerdo 
    Time Stamp: a2163, Annotation: (balbuceo)
    Time Stamp: a2164, Annotation: no, no
    Time Stamp: a2165, Annotation: eso es sucio 
    Time Stamp: a2166, Annotation: (risas)
    Time Stamp: a2167, Annotation: la gorra bonita tambien se saca 
    Time Stamp: a2001, Annotation: yo 
    Time Stamp: a2002, Annotation: esta tierra 
    Time Stamp: a2003, Annotation: (estan tomandose las fotos )
    Time Stamp: a2168, Annotation: ya otro mas 
    Time Stamp: a2169, Annotation: ya esta
    Time Stamp: a2170, Annotation: ya te saco 
    Time Stamp: a2171, Annotation: pero si esta bien
    Time Stamp: a2172, Annotation: (..............................)
    Time Stamp: a2173, Annotation: la niña esta jugando con su chinezco 
    Time Stamp: a2174, Annotation: ahi, ahi
    Time Stamp: a2175, Annotation: la niña esta moviendo el chinezco 
    Time Stamp: a2176, Annotation: si ponte la gorra 
    Time Stamp: a2177, Annotation: arriba 
    Time Stamp: a4423, Annotation: mi mujercita linda
    Time Stamp: a4424, Annotation: ha esatdo ahi
    Time Stamp: a4425, Annotation: (......................)
    Time Stamp: a2178, Annotation: habla, habla 
    Time Stamp: a2179, Annotation: (...........................................)
    Time Stamp: a1781, Annotation: si ha de valer 
    Time Stamp: a1782, Annotation: si 
    Time Stamp: a1783, Annotation: yo no puedo
    Time Stamp: a6648, Annotation: ya me canse
Speaker: hombre 2
  Tier Type: po, Annotations Count: 464
    Time Stamp: ('ts75', 'ts79'), Annotation: Buenas tardes
    Time Stamp: ('ts106', 'ts109'), Annotation: kay manda gindi shug, gindi kaypi shayashpa Quituta ña rrikunakashka
    Time Stamp: ('ts113', 'ts115'), Annotation: None
    Time Stamp: ('ts214', 'ts216'), Annotation: (...................)
    Time Stamp: ('ts219', 'ts220'), Annotation: (.............)
    Time Stamp: ('ts334', 'ts337'), Annotation: None
    Time Stamp: ('ts391', 'ts392'), Annotation: claruchu rrikurijun
    Time Stamp: ('ts397', 'ts398'), Annotation: (....................)
    Time Stamp: ('ts404', 'ts406'), Annotation: (......................)
    Time Stamp: ('ts483', 'ts487'), Annotation: guarmi
    Time Stamp: ('ts1009', 'ts1010'), Annotation: cierdo
    Time Stamp: ('ts2340', 'ts2342'), Annotation: jaaas rumi urkupi
    Time Stamp: ('ts2343', 'ts2344'), Annotation: tiashkami
    Time Stamp: ('ts2345', 'ts2346'), Annotation: kimsa pedazo 
    Time Stamp: ('ts2349', 'ts2350'), Annotation: jatun rrumip
    Time Stamp: ('ts2351', 'ts2352'), Annotation: chayka kashkami uma shina
    Time Stamp: ('ts2354', 'ts2356'), Annotation: ña pedazomi kashka
    Time Stamp: ('ts2357', 'ts2358'), Annotation: chaymanta guashapi, kutin shug pedazu kashka
    Time Stamp: ('ts2359', 'ts2360'), Annotation: chaymanta kutin shug pedasu
    Time Stamp: ('ts2361', 'ts2363'), Annotation: manchanarkami ñukata
    Time Stamp: ('ts2364', 'ts2366'), Annotation: chay lomapimi kajurkani, na rikushkanichu 
    Time Stamp: ('ts2367', 'ts2369'), Annotation: pero urray rikugpi ashka rrikurirka manllañan
    Time Stamp: ('ts2371', 'ts2373'), Annotation: ñuka ña chayash shamuni
    Time Stamp: ('ts2374', 'ts2376'), Annotation: shug tiashkami ventana shina redondo
    Time Stamp: ('ts2377', 'ts2378'), Annotation: china redondo
    Time Stamp: ('ts2379', 'ts2380'), Annotation: chaypi fotota llukchishpa shamurkani ña
    Time Stamp: ('ts2387', 'ts2389'), Annotation: ari
    Time Stamp: ('ts2391', 'ts2392'), Annotation: eeeeeh
    Time Stamp: ('ts2393', 'ts2395'), Annotation: llug chinatucunchig
    Time Stamp: ('ts2397', 'ts2398'), Annotation: chaykunata
    Time Stamp: ('ts2399', 'ts2400'), Annotation: ari
    Time Stamp: ('ts2401', 'ts2402'), Annotation: y nachu yachangi imamanda kashna 
    Time Stamp: ('ts2403', 'ts2405'), Annotation: pedazo por pedazo 
    Time Stamp: ('ts2413', 'ts2414'), Annotation: haaa ya 
    Time Stamp: ('ts2421', 'ts2422'), Annotation: haaaa
    Time Stamp: ('ts2423', 'ts2425'), Annotation: ya ya ya yaya
    Time Stamp: ('ts2428', 'ts2430'), Annotation: ari
    Time Stamp: ('ts2432', 'ts2435'), Annotation: haaaaaaa ya
    Time Stamp: ('ts2447', 'ts2448'), Annotation: shinaga tal vez mi ganga 
    Time Stamp: ('ts2449', 'ts2450'), Annotation: cay kutin jaguaman garanga
    Time Stamp: ('ts2452', 'ts2454'), Annotation: chay kutin jaguaman chaynmi
    Time Stamp: ('ts2455', 'ts2457'), Annotation: tingumushpa mi kaypi kajunga nachu 
    Time Stamp: ('ts2461', 'ts2462'), Annotation: chay chinaga 
    Time Stamp: ('ts2463', 'ts2465'), Annotation: chay garan altu 
    Time Stamp: ('ts2466', 'ts2469'), Annotation: Quituta, Quituta rricungapa
    Time Stamp: ('ts2470', 'ts2474'), Annotation: kaymunda Quituta rricunagarga
    Time Stamp: ('ts2483', 'ts2484'), Annotation: ari macashba 
    Time Stamp: ('ts2486', 'ts2489'), Annotation: paykuna Quitu makashpa
    Time Stamp: ('ts2490', 'ts2493'), Annotation: Quitu vencirca
    Time Stamp: ('ts2494', 'ts2496'), Annotation: ama caymundu rricuyu sino pay
    Time Stamp: ('ts2497', 'ts2499'), Annotation: pugpi chayachun tal vez garanga chay nachu
    Time Stamp: ('ts2513', 'ts2514'), Annotation: ya
    Time Stamp: ('ts2536', 'ts2539'), Annotation: ya 
    Time Stamp: ('ts2541', 'ts2542'), Annotation: ari
    Time Stamp: ('ts2543', 'ts2546'), Annotation: may sumagmi kashka
    Time Stamp: ('ts2549', 'ts2552'), Annotation: may sumagmi kashga
    Time Stamp: ('ts2559', 'ts2560'), Annotation: ari pambamikashka
    Time Stamp: ('ts2561', 'ts2562'), Annotation: pero chaymanda rricugpiga
    Time Stamp: ('ts2563', 'ts2565'), Annotation: (asinakunn)
    Time Stamp: ('ts2567', 'ts2568'), Annotation: shunguka
    Time Stamp: ('ts2569', 'ts2571'), Annotation: ashkadaaaaa
    Time Stamp: ('ts2572', 'ts2574'), Annotation: sustarinmii
    Time Stamp: ('ts2575', 'ts2577'), Annotation: mancharishpa
    Time Stamp: ('ts2578', 'ts2580'), Annotation: asin
    Time Stamp: ('ts2581', 'ts2582'), Annotation: asin
    Time Stamp: ('ts2586', 'ts2588'), Annotation: rinallami kashka
    Time Stamp: ('ts2590', 'ts2592'), Annotation: ñan tiaskama kaykunata
    Time Stamp: ('ts2594', 'ts2598'), Annotation: ukukunata
    Time Stamp: ('ts2599', 'ts2602'), Annotation: yaykushpa rrircani janigta
    Time Stamp: ('ts2603', 'ts2604'), Annotation: chaykuna ña vueltamujun
    Time Stamp: ('ts2605', 'ts2606'), Annotation: paykuna shiiiiiii
    Time Stamp: ('ts2607', 'ts2608'), Annotation: Toacasi manda kanchi
    Time Stamp: ('ts2609', 'ts2611'), Annotation: mannnnnchanan nishpa purinajun
    Time Stamp: ('ts2612', 'ts2614'), Annotation: ari 
    Time Stamp: ('ts2615', 'ts2617'), Annotation: manchanchinin sustarinchimi 
    Time Stamp: ('ts2620', 'ts2622'), Annotation: carugukunata nish
    Time Stamp: ('ts2627', 'ts2628'), Annotation: mmmmm
    Time Stamp: ('ts2629', 'ts2631'), Annotation: ya ya ya ya
    Time Stamp: ('ts2633', 'ts2635'), Annotation: (manllarin) 
    Time Stamp: ('ts2637', 'ts2638'), Annotation: ari 
    Time Stamp: ('ts2639', 'ts2641'), Annotation: chaymun rishun
    Time Stamp: ('ts2644', 'ts2647'), Annotation: ari, tigramushpa
    Time Stamp: ('ts2649', 'ts2650'), Annotation: ya 
    Time Stamp: ('ts2661', 'ts2662'), Annotation: rishun wichiman 
    Time Stamp: ('ts2665', 'ts2668'), Annotation: ari, wichiman rishun
    Time Stamp: ('ts2670', 'ts2673'), Annotation: ari, wichirishun
    Time Stamp: ('ts2678', 'ts2680'), Annotation: (.........................)
    Time Stamp: ('ts2682', 'ts2684'), Annotation: ñukanchi rrishun
    Time Stamp: ('ts2689', 'ts2690'), Annotation: mayta, ari apapay
    Time Stamp: ('ts2693', 'ts2694'), Annotation: firmash, firmash rrina kanchi
    Time Stamp: ('ts2698', 'ts2701'), Annotation: pay firmash katijun
    Time Stamp: ('ts2708', 'ts2710'), Annotation: ja
    Time Stamp: ('ts2728', 'ts2730'), Annotation: pay sakirinel se queda
    Time Stamp: ('ts2733', 'ts2735'), Annotation: ari
    Time Stamp: ('ts2754', 'ts2756'), Annotation: kunan uras firmajunllu
    Time Stamp: ('ts2759', 'ts2762'), Annotation: shinaga parlay parlay 
    Time Stamp: ('ts2763', 'ts2765'), Annotation: (.....................)
    Time Stamp: ('ts2775', 'ts2776'), Annotation: ima rruangi
    Time Stamp: ('ts2777', 'ts2778'), Annotation: (........................................)
    Time Stamp: ('ts2782', 'ts2784'), Annotation: ñuka ultimumanta shamuni
    Time Stamp: ('ts2785', 'ts2786'), Annotation: jambi ninga
    Time Stamp: ('ts2787', 'ts2789'), Annotation: chaypi pedazuguna
    Time Stamp: ('ts2801', 'ts2802'), Annotation: (..............)
    Time Stamp: ('ts2806', 'ts2808'), Annotation: mayte 
    Time Stamp: ('ts2813', 'ts2815'), Annotation: kay
    Time Stamp: ('ts2816', 'ts2818'), Annotation: ñuka ñuka
    Time Stamp: ('ts2819', 'ts2820'), Annotation: ñuka caida mikushkami kani
    Time Stamp: ('ts2821', 'ts2822'), Annotation: kayda
    Time Stamp: ('ts2824', 'ts2827'), Annotation: kayda mikushkami kani
    Time Stamp: ('ts2830', 'ts2833'), Annotation: kaydaga lagartija mi
    Time Stamp: ('ts2837', 'ts2839'), Annotation: ha ya
    Time Stamp: ('ts2842', 'ts2846'), Annotation: mamita chayda micushgangi
    Time Stamp: ('ts2852', 'ts2854'), Annotation: mikushkangichichu
    Time Stamp: ('ts2865', 'ts2866'), Annotation: kunuka cacatishca jala
    Time Stamp: ('ts2869', 'ts2870'), Annotation: ña jacush jaculla
    Time Stamp: ('ts2873', 'ts2874'), Annotation: (..........................)
    Time Stamp: ('ts2878', 'ts2880'), Annotation: ja 
    Time Stamp: ('ts2884', 'ts2886'), Annotation: na chaykunadaga ama
    Time Stamp: ('ts2890', 'ts2892'), Annotation: chaygunada na kanguna 
    Time Stamp: ('ts2897', 'ts2898'), Annotation: ari 
    Time Stamp: ('ts2899', 'ts2900'), Annotation: (asi)
    Time Stamp: ('ts2915', 'ts2916'), Annotation: caiga tal vez meeee
    Time Stamp: ('ts2917', 'ts2918'), Annotation: chay 
    Time Stamp: ('ts2919', 'ts2920'), Annotation: (asin)
    Time Stamp: ('ts2921', 'ts2922'), Annotation: chaypi uyashun uñangi
    Time Stamp: ('ts2924', 'ts2926'), Annotation: kayka talvezmi jauamanda urmashpa 
    Time Stamp: ('ts2927', 'ts2928'), Annotation: chaipi topashka 
    Time Stamp: ('ts2929', 'ts2930'), Annotation: kaipi topashka
    Time Stamp: ('ts2932', 'ts2934'), Annotation: chaypish topashka rrikuy 
    Time Stamp: ('ts2937', 'ts2938'), Annotation: chaypish umauuan topashka
    Time Stamp: ('ts2939', 'ts2940'), Annotation: shina topashpakajun
    Time Stamp: ('ts2941', 'ts2942'), Annotation: chaykuna 
    Time Stamp: ('ts2945', 'ts2946'), Annotation: mamita parlangi 
    Time Stamp: ('ts2947', 'ts2948'), Annotation: mamita ishcandi parlash rringapa shamungi 
    Time Stamp: ('ts2955', 'ts2956'), Annotation: ari
    Time Stamp: ('ts2959', 'ts2960'), Annotation: ña 
    Time Stamp: ('ts2965', 'ts2966'), Annotation: kaykunapi kunu tianga nachu 
    Time Stamp: ('ts2971', 'ts2972'), Annotation: urkukuna tiangami 
    Time Stamp: ('ts2977', 'ts2978'), Annotation: ñukapi jauama chishik shamuniga
    Time Stamp: ('ts2995', 'ts2996'), Annotation: maypi
    Time Stamp: ('ts2999', 'ts3001'), Annotation: padrinoman
    Time Stamp: ('ts3003', 'ts3004'), Annotation: kay ñukapa utilagu maipish na rricush kani
    Time Stamp: ('ts3007', 'ts3008'), Annotation: ya
    Time Stamp: ('ts3011', 'ts3013'), Annotation: shamui shamui 
    Time Stamp: ('ts3014', 'ts3016'), Annotation: kaygua trankajunima kaypi
    Time Stamp: ('ts3017', 'ts3018'), Annotation: ñachu kaypi firmajun
    Time Stamp: ('ts3023', 'ts3024'), Annotation: seguruchu  alli  firmajungimi chaykunata
    Time Stamp: ('ts3029', 'ts3030'), Annotation: alli firmanajun 
    Time Stamp: ('ts3031', 'ts3033'), Annotation: ñuka alli shugshina kani
    Time Stamp: ('ts3045', 'ts3046'), Annotation: (.........................)
    Time Stamp: ('ts3047', 'ts3048'), Annotation: ñukara atisha
    Time Stamp: ('ts3053', 'ts3054'), Annotation: na saquilla
    Time Stamp: ('ts3055', 'ts3056'), Annotation: urkula tian 
    Time Stamp: ('ts3059', 'ts3060'), Annotation: ari
    Time Stamp: ('ts3069', 'ts3070'), Annotation: kaygunada 
    Time Stamp: ('ts3071', 'ts3073'), Annotation: llamada michish purircangi mamita
    Time Stamp: ('ts3075', 'ts3076'), Annotation: kayta
    Time Stamp: ('ts3079', 'ts3081'), Annotation: ña
    Time Stamp: ('ts3089', 'ts3090'), Annotation: ya
    Time Stamp: ('ts3107', 'ts3108'), Annotation: ya 
    Time Stamp: ('ts3109', 'ts3110'), Annotation: kayguna ventanami garanga
    Time Stamp: ('ts3111', 'ts3112'), Annotation: mikush
    Time Stamp: ('ts3135', 'ts3138'), Annotation: oaman 
    Time Stamp: ('ts3139', 'ts3140'), Annotation: chayashunchu jahuaman 
    Time Stamp: ('ts3151', 'ts3152'), Annotation: ya shinaga
    Time Stamp: ('ts3153', 'ts3154'), Annotation: kaykuna vara chay kidashga ya
    Time Stamp: ('ts3155', 'ts3156'), Annotation: tukurijun chayguna
    Time Stamp: ('ts3171', 'ts3172'), Annotation: kaykuna
    Time Stamp: ('ts3173', 'ts3174'), Annotation: kay ukukuna tiaran 
