Speaker: Simeon
  Tier Type: po, Annotations Count: 2412
    Time Stamp: a6080, Annotation: estornudar
    Time Stamp: a6081, Annotation: hay 
    Time Stamp: a6082, Annotation: estornudar
    Time Stamp: a6083, Annotation: como otra opcion 
    Time Stamp: a6084, Annotation: ya dijimos nevar 
    Time Stamp: a6085, Annotation: y que es un sustantivo 
    Time Stamp: a6086, Annotation: nieve
    Time Stamp: a6087, Annotation: nevar
    Time Stamp: a6088, Annotation: hablar 
    Time Stamp: a6089, Annotation: hablar 
    Time Stamp: a6090, Annotation: hablar 
    Time Stamp: a6091, Annotation: eeeeeeeee
    Time Stamp: a6092, Annotation: derramar
    Time Stamp: a6093, Annotation: derramar
    Time Stamp: a6094, Annotation: derramar
    Time Stamp: a6095, Annotation: ya
    Time Stamp: a6096, Annotation: hilar 
    Time Stamp: a6097, Annotation: hilar 
    Time Stamp: a6098, Annotation: hay milluna
    Time Stamp: a6099, Annotation: miluna
    Time Stamp: a6100, Annotation: hilar 
    Time Stamp: a6101, Annotation: dividir en pedazos
    Time Stamp: a6102, Annotation: dividir en pedazos
    Time Stamp: a6103, Annotation: partir
    Time Stamp: a6104, Annotation: si
    Time Stamp: a6105, Annotation: hay tambien chiktana(partir la leña)
    Time Stamp: a6106, Annotation: si
    Time Stamp: a6107, Annotation: eeeeeeeeeee
    Time Stamp: a6217, Annotation: rosear
    Time Stamp: a6218, Annotation: con poco de 
    Time Stamp: a6219, Annotation: en liquido 
    Time Stamp: a6220, Annotation: rosear
    Time Stamp: a6221, Annotation: ha ja
    Time Stamp: a6222, Annotation: cha 
    Time Stamp: a6223, Annotation: no es challana 
    Time Stamp: a6224, Annotation: challana 
    Time Stamp: a6225, Annotation: no
    Time Stamp: a6226, Annotation: asentar 
    Time Stamp: a6227, Annotation: arrrrrr
    Time Stamp: a6228, Annotation: fa
    Time Stamp: a6229, Annotation: poner eeeee
    Time Stamp: a6230, Annotation: unaa ropa asi 
    Time Stamp: a6231, Annotation: tender 
    Time Stamp: a6232, Annotation: como se dice mandana o mantana
    Time Stamp: a6233, Annotation: tender 
    Time Stamp: a6234, Annotation: respira 
    Time Stamp: a6235, Annotation: eeeeeeeeeee
    Time Stamp: a6236, Annotation: macchina
    Time Stamp: a6237, Annotation: macchina
    Time Stamp: a6238, Annotation: no
    Time Stamp: a6239, Annotation: (.....................)
    Time Stamp: a6240, Annotation: rosear, drenar, lavar
    Time Stamp: a6241, Annotation: no he escuchado 
    Time Stamp: a6242, Annotation: la palabra comuna ya dijimos verdad
    Time Stamp: a6243, Annotation: tiene que hagacharse la comuna 
    Time Stamp: a6244, Annotation: hagachar 
    Time Stamp: a6245, Annotation: hagachar 
    Time Stamp: a6246, Annotation: comun
    Time Stamp: a6305, Annotation: eeeeeeeeeeee
    Time Stamp: a6306, Annotation: aplastar 
    Time Stamp: a6307, Annotation: aplastar 
    Time Stamp: a6308, Annotation: aaaaaammmm
    Time Stamp: a6309, Annotation: aaaaa
    Time Stamp: a6310, Annotation: aqui hay 
    Time Stamp: a6311, Annotation: pinchar 
    Time Stamp: a6312, Annotation: asi como pinchar 
    Time Stamp: a6313, Annotation: ya dijimos verdad
    Time Stamp: a6314, Annotation: pinchar
    Time Stamp: a6315, Annotation: con los dedos 
    Time Stamp: a6316, Annotation: oooooooo
    Time Stamp: a6317, Annotation: regañar 
    Time Stamp: a6318, Annotation: pinchar 
    Time Stamp: a6319, Annotation: pero 
    Time Stamp: a6320, Annotation: a veces 
    Time Stamp: a6321, Annotation: insecto 
    Time Stamp: a6322, Annotation: toca decir 
    Time Stamp: a6323, Annotation: dice 
    Time Stamp: a6324, Annotation: aqui pinchar 
    Time Stamp: a6325, Annotation: yo he escuchado 
    Time Stamp: a6326, Annotation: que le picado la mosca
    Time Stamp: a6327, Annotation: o la abeja 
    Time Stamp: a6328, Annotation: pica asi 
    Time Stamp: a6329, Annotation: a ver 
    Time Stamp: a6330, Annotation: espiar 
    Time Stamp: a6331, Annotation: seguir espiando 
    Time Stamp: a6332, Annotation: guatikana 
    Time Stamp: a6333, Annotation: guatika
    Time Stamp: a6334, Annotation: guatika 
    Time Stamp: a6335, Annotation: no conoces 
    Time Stamp: a6336, Annotation: achicar 
    Time Stamp: a6337, Annotation: espiar 
    Time Stamp: a6338, Annotation: seguir espiando 
    Time Stamp: a6339, Annotation: espiar/seguir espiando 
    Time Stamp: a6340, Annotation: ver 
    Time Stamp: a6341, Annotation: espiar/seguir espiando
    Time Stamp: a6342, Annotation: eso es otro 
    Time Stamp: a6343, Annotation: ya
    Time Stamp: a6344, Annotation: tarta mudear
    Time Stamp: a6345, Annotation: asi 
    Time Stamp: a6346, Annotation: pa pa pa
    Time Stamp: a6347, Annotation: la la 
    Time Stamp: a6348, Annotation: pa pa 
    Time Stamp: a6349, Annotation: lar nir 
    Time Stamp: a6350, Annotation: chi chichish
    Time Stamp: a6351, Annotation: asi
    Time Stamp: a6352, Annotation: has escuchado que la gente habla asi 
    Time Stamp: a6353, Annotation: hay palabras 
    Time Stamp: a6354, Annotation: para hablar 
    Time Stamp: a6355, Annotation: tartamudear
    Time Stamp: a6356, Annotation: si
    Time Stamp: a6357, Annotation: y
    Time Stamp: a6358, Annotation: agllu
    Time Stamp: a6359, Annotation: aglluna
    Time Stamp: a6360, Annotation: agllu 
    Time Stamp: a6361, Annotation: si
    Time Stamp: a6362, Annotation: agllu
    Time Stamp: a6363, Annotation: si
    Time Stamp: a6364, Annotation: eeeeeeeeeee
    Time Stamp: a6365, Annotation: levantarse 
    Time Stamp: a6366, Annotation: ha ya 
    Time Stamp: a6367, Annotation: pararse 
    Time Stamp: a6368, Annotation: pararse /levantarse 
    Time Stamp: a6481, Annotation: tambien 
    Time Stamp: a6482, Annotation: pararse 
    Time Stamp: a6483, Annotation: parar 
    Time Stamp: a6484, Annotation: tambien 
    Time Stamp: a6485, Annotation: ya esta parar
    Time Stamp: a6486, Annotation: robar 
    Time Stamp: a6487, Annotation: pisar
    Time Stamp: a6488, Annotation: pisa
    Time Stamp: a6489, Annotation: eeeeeeeeeee
    Time Stamp: a6490, Annotation: clavar 
    Time Stamp: a6491, Annotation: oooooooooooo
    Time Stamp: a6492, Annotation: pegarse
    Time Stamp: a6493, Annotation: clavar
    Time Stamp: a6494, Annotation: con clavo 
    Time Stamp: a6495, Annotation: sentarse dice 
    Time Stamp: a6496, Annotation: pero 
    Time Stamp: a6497, Annotation: unir soa extremos o puntas 
    Time Stamp: a6498, Annotation: no
    Time Stamp: a6499, Annotation: otra forma debe ser aqui
    Time Stamp: a6500, Annotation: meter 
    Time Stamp: a6501, Annotation: no
    Time Stamp: a6502, Annotation: meter
    Time Stamp: a6503, Annotation: apestar 
    Time Stamp: a6504, Annotation: ya no dice 
    Time Stamp: a6505, Annotation: apesta 
    Time Stamp: a6506, Annotation: eeeeeee
    Time Stamp: a6507, Annotation: mezclar 
    Time Stamp: a6508, Annotation: colar 
    Time Stamp: a6509, Annotation: cernir 
    Time Stamp: a6510, Annotation: filtrar
    Time Stamp: a6511, Annotation: cernir 
    Time Stamp: a6512, Annotation: cernir 
    Time Stamp: a6513, Annotation: o shuyshuna 
    Time Stamp: a6514, Annotation: sumergirse 
    Time Stamp: a6515, Annotation: en agua 
    Time Stamp: a6516, Annotation: sumergirse  
    Time Stamp: a6517, Annotation: yyyyy
    Time Stamp: a6518, Annotation: chalpuna 
    Time Stamp: a6519, Annotation: chupar 
    Time Stamp: a6520, Annotation: otros 
    Time Stamp: a6521, Annotation: no
    Time Stamp: a6522, Annotation: chupar sabe decir 
    Time Stamp: a6523, Annotation: sufrir 
    Time Stamp: a6524, Annotation: es muchuna o mutsuna 
    Time Stamp: a6525, Annotation: mutsuna 
    Time Stamp: a6526, Annotation: mutsuni
    Time Stamp: a6527, Annotation: mutsuni
    Time Stamp: a6528, Annotation: necesito para decir 
    Time Stamp: a6529, Annotation: verdad
    Time Stamp: a6530, Annotation: mutsuni
    Time Stamp: a6531, Annotation: o no es nada 
    Time Stamp: a6532, Annotation: eso dice
    Time Stamp: a6533, Annotation: pero 
    Time Stamp: a6534, Annotation: mutsuni 
    Time Stamp: a6535, Annotation: que que 
    Time Stamp: a6536, Annotation: significado tiene aqui 
    Time Stamp: a6537, Annotation: mutsu 
    Time Stamp: a6538, Annotation: mutsu 
    Time Stamp: a6539, Annotation: no ha de ser aqui 
    Time Stamp: a6540, Annotation: si
    Time Stamp: a6541, Annotation: cuando dices sufrir 
    Time Stamp: a6542, Annotation: esta triste 
    Time Stamp: a6543, Annotation: mm j 
    Time Stamp: a6544, Annotation: apoyar apuntalar 
    Time Stamp: a6545, Annotation: dice apoyar apuntalar 
    Time Stamp: a6546, Annotation: si 
    Time Stamp: a6547, Annotation: apoyar apuntalar 
    Time Stamp: a6548, Annotation: rodear 
    Time Stamp: a6549, Annotation: rodear 
    Time Stamp: a6727, Annotation: induna intuna 
    Time Stamp: a6728, Annotation: no
    Time Stamp: a6729, Annotation: a ver
    Time Stamp: a6730, Annotation: tragar 
    Time Stamp: a6731, Annotation: tragar 
    Time Stamp: a6732, Annotation: sudar
    Time Stamp: a6733, Annotation: barrer
    Time Stamp: a6734, Annotation: hinchar 
    Time Stamp: a6735, Annotation: hincharse
    Time Stamp: a6736, Annotation: lleno 
    Time Stamp: a6737, Annotation: estar lleno 
    Time Stamp: a6738, Annotation: estar 
    Time Stamp: a6739, Annotation: relleno 
    Time Stamp: a6740, Annotation: lleno 
    Time Stamp: a6741, Annotation: satisfecho
    Time Stamp: a6742, Annotation: si
    Time Stamp: a6743, Annotation: eeeeeeeeeeeeeeeee
    Time Stamp: a6744, Annotation: quitar 
    Time Stamp: a6745, Annotation: quitar 
    Time Stamp: a6746, Annotation: botar 
    Time Stamp: a6747, Annotation: mm j 
    Time Stamp: a6748, Annotation: eeeeeeeeeeeeeeee
    Time Stamp: a6749, Annotation: pelar 
    Time Stamp: a6750, Annotation: ya vimos 
    Time Stamp: a6751, Annotation: pelar 
    Time Stamp: a6811, Annotation: enredarse
    Time Stamp: a6812, Annotation: enredarse
    Time Stamp: a6813, Annotation: arguina 
    Time Stamp: a6814, Annotation: no
    Time Stamp: a6815, Annotation: o si 
    Time Stamp: a6816, Annotation: arguina 
    Time Stamp: a6817, Annotation: enredarse
    Time Stamp: a6818, Annotation: probar 
    Time Stamp: a6819, Annotation: de sabor 
    Time Stamp: a6820, Annotation: verdad
    Time Stamp: a6821, Annotation: informar/avisar
    Time Stamp: a6822, Annotation: acusar 
    Time Stamp: a6848, Annotation: eeeeeeeeeee
    Time Stamp: a6849, Annotation: culpar 
    Time Stamp: a6850, Annotation: dice
    Time Stamp: a6851, Annotation: tumpana 
    Time Stamp: a6852, Annotation: hacer caer 
    Time Stamp: a6853, Annotation: no hay verdad
    Time Stamp: a6854, Annotation: no se como decir ahi 
    Time Stamp: a6855, Annotation: culpar verdad
    Time Stamp: a6856, Annotation: si
    Time Stamp: a6857, Annotation: pensar 
    Time Stamp: a6858, Annotation: ya
    Time Stamp: a6859, Annotation: aaaaa ver 
    Time Stamp: a6860, Annotation: si
    Time Stamp: a6861, Annotation: pensar 
    Time Stamp: a6862, Annotation: aaaaaaaaaaaa
    Time Stamp: a6863, Annotation: a ver 
    Time Stamp: a6864, Annotation: desgranar 
    Time Stamp: a6865, Annotation: desgranar 
    Time Stamp: a6866, Annotation: hay la palabra murukuna (granos)
    Time Stamp: a6867, Annotation: tirar al aire
    Time Stamp: a6868, Annotation: asi
    Time Stamp: a6869, Annotation: gashtina
    Time Stamp: a6870, Annotation: tirar al aire
    Time Stamp: a6871, Annotation: tirar al aire
    Time Stamp: a6872, Annotation: tirar al aire
    Time Stamp: a6873, Annotation: yyyyyy
    Time Stamp: a6874, Annotation: wi
    Time Stamp: a6875, Annotation: hay o no la palabra vikana 
    Time Stamp: a6876, Annotation: vikana 
    Time Stamp: a6877, Annotation: ya
    Time Stamp: a6878, Annotation: rreguina 
    Time Stamp: a6879, Annotation: rreguina 
    Time Stamp: a6880, Annotation: otro 
    Time Stamp: a6881, Annotation: otro
    Time Stamp: a6882, Annotation: otro medio 
    Time Stamp: a6883, Annotation: con soga 
    Time Stamp: a6884, Annotation: asi 
    Time Stamp: a6885, Annotation: tip
    Time Stamp: a6886, Annotation: dicen rriguina 
    Time Stamp: a6887, Annotation: lanzar agresivamente 
    Time Stamp: a6888, Annotation: a ya 
    Time Stamp: a6889, Annotation: eeeeeeeeee
    Time Stamp: a6890, Annotation: casarse
    Time Stamp: a6891, Annotation: casarse
    Time Stamp: a6892, Annotation: has escuchado 
    Time Stamp: a6893, Annotation: no hay o no dicen 
    Time Stamp: a6894, Annotation: si
    Time Stamp: a6895, Annotation: si
    Time Stamp: a6896, Annotation: aqui dice shawa
    Time Stamp: a6897, Annotation: nose que shawa
    Time Stamp: a6898, Annotation: amarrar/atar
    Time Stamp: a6899, Annotation: amarrar/atar
    Time Stamp: a6900, Annotation: amarrar/atar
    Time Stamp: a6901, Annotation: tostar frejoles o maiz
    Time Stamp: a6902, Annotation: empujar 
    Time Stamp: a6903, Annotation: tankana 
    Time Stamp: a6904, Annotation: no hay 
    Time Stamp: a6905, Annotation: tostar 
    Time Stamp: a6906, Annotation: si
    Time Stamp: a6907, Annotation: podar oo
    Time Stamp: a6908, Annotation: podar
    Time Stamp: a6909, Annotation: tocar 
    Time Stamp: a6910, Annotation: espiar 
    Time Stamp: a6911, Annotation: que 
    Time Stamp: a6912, Annotation: chaprana
    Time Stamp: a6913, Annotation: topar 
    Time Stamp: a6914, Annotation: topar 
    Time Stamp: a6915, Annotation: y podar 
    Time Stamp: a6916, Annotation: cortar verdad
    Time Stamp: a6917, Annotation: ooooooo
    Time Stamp: a6918, Annotation: tocar
    Time Stamp: a6919, Annotation: transportar 
    Time Stamp: a6920, Annotation: trransportar 
    Time Stamp: a6921, Annotation: hay
    Time Stamp: a6922, Annotation: cuidado 
    Time Stamp: a6923, Annotation: llevo o transporto alla 
    Time Stamp: a6924, Annotation: si
    Time Stamp: a6925, Annotation: temblar 
    Time Stamp: a6926, Annotation: temblar 
    Time Stamp: a6927, Annotation: temblar 
    Time Stamp: a6928, Annotation: temblar 
    Time Stamp: a6929, Annotation: temblar 
    Time Stamp: a6930, Annotation: temblar 
    Time Stamp: a6931, Annotation: eeeeeeeeeemmmmmm
    Time Stamp: a6932, Annotation: dar vueltas 
    Time Stamp: a6933, Annotation: dar vueltas 
    Time Stamp: a6934, Annotation: poner boca abajo 
    Time Stamp: a6935, Annotation: abajo 
    Time Stamp: a6936, Annotation: rotar 
    Time Stamp: a6937, Annotation: pagchana
    Time Stamp: a6938, Annotation: purizinga 
    Time Stamp: a6939, Annotation: hacer andar 
    Time Stamp: a6940, Annotation: pero 
    Time Stamp: a6941, Annotation: yyyyy
    Time Stamp: a7140, Annotation: pakchana 
    Time Stamp: a7141, Annotation: no hay 
    Time Stamp: a7142, Annotation: labrar la tierra 
    Time Stamp: a7143, Annotation: para sembrar 
    Time Stamp: a7150, Annotation: colmar tierra en el maiz
    Time Stamp: a7151, Annotation: colmar tierra en el maiz
    Time Stamp: a7152, Annotation: hacer guachos en la tierra para sembrar 
    Time Stamp: a7153, Annotation: hacer guachos para sembrar 
    Time Stamp: a7154, Annotation: colmar tierra en los sembrios 
    Time Stamp: a7155, Annotation: mm
    Time Stamp: a7156, Annotation: torser
    Time Stamp: a7157, Annotation: orinar
    Time Stamp: a7158, Annotation: orinar 
    Time Stamp: a7159, Annotation: si
    Time Stamp: a7160, Annotation: vomitar 
    Time Stamp: a7161, Annotation: ya
    Time Stamp: a7162, Annotation: vomitar 
    Time Stamp: a7163, Annotation: yy
    Time Stamp: a7164, Annotation: babear
    Time Stamp: a7165, Annotation: hay la palabra actuna
    Time Stamp: a7166, Annotation: toser
    Time Stamp: a7167, Annotation: esta tosiendo 
    Time Stamp: a7168, Annotation: esperar
    Time Stamp: a7169, Annotation: despertarse 
    Time Stamp: a7170, Annotation: eeeeeeeeeeee
    Time Stamp: a7171, Annotation: caminar 
    Time Stamp: a7172, Annotation: pisar 
    Time Stamp: a7173, Annotation: caminar/pisar 
    Time Stamp: a7174, Annotation: y china 
    Time Stamp: a7175, Annotation: tsina
    Time Stamp: a7176, Annotation: hay 
    Time Stamp: a7177, Annotation: no
    Time Stamp: a7178, Annotation: ya
    Time Stamp: a7179, Annotation: caminar 
    Time Stamp: a7180, Annotation: querer
    Time Stamp: a7181, Annotation: lavar ropa 
    Time Stamp: a7182, Annotation: lavarse a uno
    Time Stamp: a7183, Annotation: eeeee
    Time Stamp: a7184, Annotation: oooo
    Time Stamp: a7185, Annotation: lavarse uno las manos
    Time Stamp: a7186, Annotation: lavarse las manos
    Time Stamp: a7187, Annotation: detestar 
    Time Stamp: a7188, Annotation: ao no 
    Time Stamp: a7189, Annotation: destetar 
    Time Stamp: a7190, Annotation: dice destetar 
    Time Stamp: a7191, Annotation: ha ha ha de ser 
    Time Stamp: a7192, Annotation: que deje de tomar el seno 
    Time Stamp: a7193, Annotation: y coma la comida
    Time Stamp: a7194, Annotation: separar del seno materno 
    Time Stamp: a7195, Annotation: anunamant
    Time Stamp: a7196, Annotation: si
    Time Stamp: a7197, Annotation: hay la palabra anunamant
    Time Stamp: a7198, Annotation: bueno 
    Time Stamp: a7199, Annotation: tejer 
    Time Stamp: a7200, Annotation: mm j
    Time Stamp: a7201, Annotation: ña
    Time Stamp: a7202, Annotation: trenzar ya dijimos que es sustantivo 
    Time Stamp: a7203, Annotation: se dice shimbana o shambana 
    Time Stamp: a7204, Annotation: trenzar verdad
    Time Stamp: a7205, Annotation: ha ya ya
    Time Stamp: a7206, Annotation: eeeeeeeeee
    Time Stamp: a7207, Annotation: mmmmmmm
    Time Stamp: a7208, Annotation: silvar 
    Time Stamp: a7209, Annotation: silvar 
    Time Stamp: a7210, Annotation: aqui dice 
    Time Stamp: a7211, Annotation: jalar 
    Time Stamp: a7212, Annotation: no escuchado 
    Time Stamp: a7383, Annotation: trabajar 
    Time Stamp: a7384, Annotation: trabajar 
    Time Stamp: a7385, Annotation: y
    Time Stamp: a7386, Annotation: cuando se dice trabajar 
    Time Stamp: a7387, Annotation: aqui si dicen 
    Time Stamp: a7388, Annotation: pero no hablan 
    Time Stamp: a7389, Annotation: ha ha 
    Time Stamp: a7390, Annotation: eeeeeeeee
    Time Stamp: a7391, Annotation: envolver 
    Time Stamp: a7392, Annotation: envolver
    Time Stamp: a7393, Annotation: mm j 
    Time Stamp: a7394, Annotation: eeeeeeeeeee
    Time Stamp: a7395, Annotation: escribir 
    Time Stamp: a7396, Annotation: escribir 
    Time Stamp: a7397, Annotation: pero 
    Time Stamp: a7398, Annotation: los adultos o mayores dicen 
    Time Stamp: a7399, Annotation: a ya 
    Time Stamp: a7400, Annotation: escribe 
    Time Stamp: a7401, Annotation: bostesar 
    Time Stamp: a7402, Annotation: bostesar 
    Time Stamp: a7403, Annotation: bostesar 
    Time Stamp: a7404, Annotation: ha ja 
    Time Stamp: a7405, Annotation: eeeeeeeeeeeeeeeeeeeeee
    Time Stamp: a7406, Annotation: gritar puntos 
    Time Stamp: a7407, Annotation: ha ya 
    Time Stamp: a7408, Annotation: llamar 
    Time Stamp: a7409, Annotation: llamar  verdad 
    Time Stamp: a7410, Annotation: juntos 
    Time Stamp: a7411, Annotation: juntos 
    Time Stamp: a7412, Annotation: dicen cusca 
    Time Stamp: a7413, Annotation: has escuchado 
    Time Stamp: a7414, Annotation: cusca 
    Time Stamp: a7415, Annotation: no
    Time Stamp: a7482, Annotation: mañana
    Time Stamp: a7483, Annotation: mañana
    Time Stamp: a7484, Annotation: dijimos asi verdad
    Time Stamp: a7485, Annotation: a a otro 
    Time Stamp: a7486, Annotation: risas
    Time Stamp: a7487, Annotation: pedir 
    Time Stamp: a7488, Annotation: en kichwa
    Time Stamp: a7489, Annotation: este 
    Time Stamp: a7490, Annotation: eeeeeee
    Time Stamp: a7491, Annotation: dijimos en transverso 
    Time Stamp: a7492, Annotation: ahora 
    Time Stamp: a7493, Annotation: verdad
    Time Stamp: a7494, Annotation: desvio
    Time Stamp: a7495, Annotation: desvio
    Time Stamp: a7496, Annotation: desvio
    Time Stamp: a7497, Annotation: kin
    Time Stamp: a7498, Annotation: desvio 
    Time Stamp: a7499, Annotation: desvio 
    Time Stamp: a7500, Annotation: desvio 
    Time Stamp: a7501, Annotation: si
    Time Stamp: a7502, Annotation: mmmmm
    Time Stamp: a7503, Annotation: retorcido 
    Time Stamp: a7504, Annotation: cojo
    Time Stamp: a7505, Annotation: eeee
    Time Stamp: a7506, Annotation: cojo
    Time Stamp: a7507, Annotation: aaaaaaaaaaaa
    Time Stamp: a7508, Annotation: mmmmm
    Time Stamp: a7509, Annotation: recien nacido
    Time Stamp: a7510, Annotation: tierno 
    Time Stamp: a7511, Annotation: recien nacido/tierno
    Time Stamp: a7512, Annotation: encima 
    Time Stamp: a7513, Annotation: ya vimos verdad
    Time Stamp: a7514, Annotation: arriba 
    Time Stamp: a7515, Annotation: arriba 
    Time Stamp: a7516, Annotation: oooo
    Time Stamp: a7517, Annotation: encima 
    Time Stamp: a7518, Annotation: eeeeee
    Time Stamp: a7519, Annotation: subida/cerrar es otro verdad
    Time Stamp: a7520, Annotation: subida
    Time Stamp: a7521, Annotation: usado/viejo 
    Time Stamp: a7522, Annotation: aqui hay usado/viejo 
    Time Stamp: a7523, Annotation: usado/viejo 
    Time Stamp: a7524, Annotation: usado/viejo 
    Time Stamp: a7525, Annotation: ondulado 
    Time Stamp: a7526, Annotation: si
    Time Stamp: a7527, Annotation: ondulado 
    Time Stamp: a7528, Annotation: como churo 
    Time Stamp: a7529, Annotation: ondulado 
    Time Stamp: a7530, Annotation: mojado 
    Time Stamp: a7531, Annotation: mojado 
    Time Stamp: a7532, Annotation: a ja 
    Time Stamp: a7533, Annotation: verdad
    Time Stamp: a7534, Annotation: aplastado 
    Time Stamp: a7535, Annotation: mojado 
    Time Stamp: a7536, Annotation: no
    Time Stamp: a7537, Annotation: nuuuyushka 
    Time Stamp: a7538, Annotation: nuyu
    Time Stamp: a7539, Annotation: tambien hay esa palabra 
    Time Stamp: a7540, Annotation: nuyushka 
    Time Stamp: a7541, Annotation: luyushka
    Time Stamp: a7542, Annotation: o
    Time Stamp: a7543, Annotation: nuyushka
    Time Stamp: a7544, Annotation: nuyushka
    Time Stamp: a7545, Annotation: nuyuna
    Time Stamp: a7546, Annotation: aaaaa
    Time Stamp: a7547, Annotation: eso tambien habido 
    Time Stamp: a7548, Annotation: ancho 
    Time Stamp: a7549, Annotation: ancho 
    Time Stamp: a7550, Annotation: es ancho 
    Time Stamp: a7551, Annotation: salvaje 
    Time Stamp: a7552, Annotation: animal salvaje 
    Time Stamp: a7553, Annotation: kita es animal salvaje 
    Time Stamp: a7554, Annotation: hay kita (animal salvaje)
    Time Stamp: a7555, Annotation: animal salvaje 
    Time Stamp: a7556, Annotation: animal salvaje 
    Time Stamp: a7557, Annotation: si
    Time Stamp: a7558, Annotation: aaaaaaa
    Time Stamp: a7559, Annotation: denantes 
    Time Stamp: a7734, Annotation: dffu
    Time Stamp: a7735, Annotation: soprender 
    Time Stamp: a7736, Annotation: moler 
    Time Stamp: a7737, Annotation: de nantes 
    Time Stamp: a7738, Annotation: que dicen 
    Time Stamp: a7739, Annotation: sufrir 
    Time Stamp: a7740, Annotation: sufrir 
    Time Stamp: a7741, Annotation: le va a pasar algo 
    Time Stamp: a7742, Annotation: gastaaaadoooo
    Time Stamp: a7743, Annotation: ropa gastadaaaaaaaaa
    Time Stamp: a7744, Annotation: ropa gastada
    Time Stamp: a7745, Annotation: hay murku
    Time Stamp: a7746, Annotation: ropa vieja
    Time Stamp: a7747, Annotation: si
    Time Stamp: a7748, Annotation: si verdad 
    Time Stamp: a7749, Annotation: eee
    Time Stamp: a7750, Annotation: si
    Time Stamp: a7751, Annotation: ayer 
    Time Stamp: a7752, Annotation: hermano 
    Time Stamp: a7753, Annotation: menor 
    Time Stamp: a7754, Annotation: hay 
    Time Stamp: a7755, Annotation: hermano  menor 
    Time Stamp: a7756, Annotation: hermano menor 
    Time Stamp: a7757, Annotation: y
    Time Stamp: a7758, Annotation: hay la palabra sulka o shulka
    Time Stamp: a7759, Annotation: si
    Time Stamp: a7760, Annotation: en Pèru es u  apellido 
    Time Stamp: a7761, Annotation: pero igual 
    Time Stamp: a7762, Annotation: es hermano mayor o hermano 
    Time Stamp: a7763, Annotation: shulka o sulka 
    Time Stamp: a7764, Annotation: si
    Time Stamp: a7765, Annotation: eeeeeeeeeee
    Time Stamp: a7766, Annotation: a aqui es unos animales de monte 
    Time Stamp: a7767, Annotation: eeeeeeeeee
    Time Stamp: a7768, Annotation: Oyakachimanta
    Time Stamp: a7769, Annotation: Oya
    Time Stamp: a7770, Annotation: acordandome 
    Time Stamp: a7771, Annotation: algunos 
    Time Stamp: a7772, Annotation: tal vez conozcas Oriente  
    Time Stamp: a7773, Annotation: pero aqui habia este 
    Time Stamp: a7774, Annotation: chancho de alzar 
    Time Stamp: a7775, Annotation: que dijeron aqui 
    Time Stamp: a7776, Annotation: que dicen 
    Time Stamp: a7777, Annotation: alzar este 
    Time Stamp: a7778, Annotation: eeeee
    Time Stamp: a7779, Annotation: en la via 
    Time Stamp: a7780, Annotation: chancho de monte grande 
    Time Stamp: a7781, Annotation: habia aqui 
    Time Stamp: a7782, Annotation: no habia nombre 
    Time Stamp: a7783, Annotation: chancho de monte 
    Time Stamp: a7784, Annotation: pero hay uno y dos 
    Time Stamp: a7785, Annotation: dos 
    Time Stamp: a7786, Annotation: aqui hay sayino y guangana 
    Time Stamp: a7787, Annotation: sayino 
    Time Stamp: a7788, Annotation: entonces no hay nombres 
    Time Stamp: a7789, Annotation: ya
    Time Stamp: a7790, Annotation: eeeeeeeeeee
    Time Stamp: a7791, Annotation: bagre 
    Time Stamp: a7792, Annotation: eeeeeeeee
    Time Stamp: a7793, Annotation: uno
    Time Stamp: a7794, Annotation: pie
    Time Stamp: a7795, Annotation: este pez gato
    Time Stamp: a7796, Annotation: bagre 
    Time Stamp: a7797, Annotation: no habia 
    Time Stamp: a7798, Annotation: si
    Time Stamp: a7799, Annotation: los nombres de los monos 
    Time Stamp: a7800, Annotation: eeeeeeeeeeeeee
    Time Stamp: a7801, Annotation: habia propiamente 
    Time Stamp: a7802, Annotation: no, habia 
    Time Stamp: a7803, Annotation: ya
    Time Stamp: a7804, Annotation: el mono 
    Time Stamp: a7805, Annotation: mmmm
    Time Stamp: a7806, Annotation: un palme 
    Time Stamp: a7807, Annotation: palmera de more 
    Time Stamp: a7808, Annotation: de morich
    Time Stamp: a7809, Annotation: achua
    Time Stamp: a7810, Annotation: achua
    Time Stamp: a7811, Annotation: aguaje morete 
    Time Stamp: a7812, Annotation: no
    Time Stamp: a7813, Annotation: guanta
    Time Stamp: a7814, Annotation: ya dijimos verdad
    Time Stamp: a7815, Annotation: hay wanta 
    Time Stamp: a7816, Annotation: wanta 
    Time Stamp: a7817, Annotation: si
    Time Stamp: a7818, Annotation: eeeeeeeeeeeeeeeeee
    Time Stamp: a7819, Annotation: ahi ha de ser cuy de monte 
    Time Stamp: a7820, Annotation: otro es especie de lo mismo 
    Time Stamp: a7821, Annotation: eeeeeeeeeeeeeee
    Time Stamp: a7822, Annotation: y
    Time Stamp: a7823, Annotation: uno
    Time Stamp: a7824, Annotation: uno
    Time Stamp: a7825, Annotation: todo especie 
    Time Stamp: a7826, Annotation: y
    Time Stamp: a7827, Annotation: pava de monte 
    Time Stamp: a7828, Annotation: aaaaa
    Time Stamp: a7829, Annotation: monte 
    Time Stamp: a7830, Annotation: monte 
    Time Stamp: a7831, Annotation: pava 
    Time Stamp: a7832, Annotation: okey
