Speaker: Simeon
  Tier Type: po, Annotations Count: 1351
    Time Stamp: a4743, Annotation: uno 
    Time Stamp: a4744, Annotation: dos
    Time Stamp: a4745, Annotation: tres
    Time Stamp: a4746, Annotation: cuatro 
    Time Stamp: a4747, Annotation: cinco 
    Time Stamp: a4748, Annotation: uno 
    Time Stamp: a4749, Annotation: dos
    Time Stamp: a4750, Annotation: tres 
    Time Stamp: a4751, Annotation: sigue 
    Time Stamp: a4752, Annotation: uno 
    Time Stamp: a4753, Annotation: ha ja
    Time Stamp: a4754, Annotation: tres 
    Time Stamp: a4755, Annotation: tres 
    Time Stamp: a4756, Annotation: cuatro 
    Time Stamp: a4757, Annotation: risas
    Time Stamp: a4758, Annotation: hasta diez 
    Time Stamp: a4759, Annotation: no, cierto 
    Time Stamp: a4760, Annotation: diez
    Time Stamp: a4761, Annotation: eeeeeeeeeeeee
    Time Stamp: a4762, Annotation: y
    Time Stamp: a4763, Annotation: ahiiiiiiiiiiiii
    Time Stamp: a4764, Annotation: te fuiste a la escuela
    Time Stamp: a4765, Annotation: aqui 
    Time Stamp: a4766, Annotation: ha ja 
    Time Stamp: a4767, Annotation: ha ja 
    Time Stamp: a4768, Annotation: ha ja 
    Time Stamp: a4769, Annotation: yyyy
    Time Stamp: a4770, Annotation: tu mujer 
    Time Stamp: a4771, Annotation: es de aqui mismo 
    Time Stamp: a4772, Annotation: de Pifo 
    Time Stamp: a4773, Annotation: ha ja 
    Time Stamp: a4774, Annotation: ya 
    Time Stamp: a4775, Annotation: queeeeeeeeee
    Time Stamp: a4776, Annotation: de cuantos 
    Time Stamp: a4777, Annotation: años 
    Time Stamp: a4778, Annotation: te casaste
    Time Stamp: a4779, Annotation: con ella 
    Time Stamp: a4780, Annotation: cuando eras joven 
    Time Stamp: a4985, Annotation: cuantos años tenias 
    Time Stamp: a4986, Annotation: cuando te casate 
    Time Stamp: a4987, Annotation: dieciocho
    Time Stamp: a4988, Annotation: voy a tomar una foto 
    Time Stamp: a4989, Annotation: voy a sacar una fotito
    Time Stamp: a4990, Annotation: y ahi 
    Time Stamp: a4991, Annotation: cuando te casate donde vivias
    Time Stamp: a4992, Annotation: alla 
    Time Stamp: a4993, Annotation: donde 
    Time Stamp: a4994, Annotation: con tu esposa 
    Time Stamp: a4995, Annotation: alla
    Time Stamp: a4996, Annotation: mm j 
    Time Stamp: a4997, Annotation: otra casa
    Time Stamp: a4998, Annotation: ha ja 
    Time Stamp: a4999, Annotation: cuantos hijos tuvieron 
    Time Stamp: a5000, Annotation: hijos 
    Time Stamp: a5001, Annotation: hijas 
    Time Stamp: a5002, Annotation: dos 
    Time Stamp: a5003, Annotation: dos 
    Time Stamp: a5004, Annotation: hijos 
    Time Stamp: a5005, Annotation: tres hijos 
    Time Stamp: a5006, Annotation: hijas
    Time Stamp: a5007, Annotation: no 
    Time Stamp: a5008, Annotation: no hay 
    Time Stamp: a5009, Annotation: ha ha 
    Time Stamp: a5010, Annotation: si
    Time Stamp: a5011, Annotation: yyyyyyyy
    Time Stamp: a5012, Annotation: y bueno 
    Time Stamp: a5013, Annotation: y ahora 
    Time Stamp: a5014, Annotation: esta casa
    Time Stamp: a5015, Annotation: cuidas verdad
    Time Stamp: a5016, Annotation: el cuida aqui 
    Time Stamp: a5017, Annotation: ha ja 
    Time Stamp: a5018, Annotation: esa casa
    Time Stamp: a5019, Annotation: casa vieja 
    Time Stamp: a5020, Annotation: verdad
    Time Stamp: a5021, Annotation: casa antigua
    Time Stamp: a5022, Annotation: ha ya 
    Time Stamp: a5141, Annotation: ha ha 
    Time Stamp: a5142, Annotation: muy bien 
    Time Stamp: a5143, Annotation: ha ja 
    Time Stamp: a5144, Annotation: asi dijo 
    Time Stamp: a5145, Annotation: esque 
    Time Stamp: a5146, Annotation: de ahi 
    Time Stamp: a5147, Annotation: aqui siembras 
    Time Stamp: a5148, Annotation: maiz
    Time Stamp: a5149, Annotation: verdad
    Time Stamp: a5150, Annotation: para comer 
    Time Stamp: a5151, Annotation: para vender 
    Time Stamp: a5152, Annotation: probar 
    Time Stamp: a5153, Annotation: solo para comer 
    Time Stamp: a5154, Annotation: ya
    Time Stamp: a5155, Annotation: si
    Time Stamp: a5156, Annotation: dulce
    Time Stamp: a5157, Annotation: ha ha
    Time Stamp: a5158, Annotation: en esta casa vieja 
    Time Stamp: a5159, Annotation: de pronto hay el diablo (cucu)
    Time Stamp: a5160, Annotation: adentro 
    Time Stamp: a5261, Annotation: no te has encontrado 
    Time Stamp: a5262, Annotation: en las noches no viene
    Time Stamp: a5263, Annotation: ha ha 
    Time Stamp: a5281, Annotation: el diablo 
    Time Stamp: a5282, Annotation: aqui camina 
    Time Stamp: a5283, Annotation: en Pifo 
    Time Stamp: a5284, Annotation: asi el diablo 
    Time Stamp: a5285, Annotation: yaaaaa
    Time Stamp: a5286, Annotation: el ladron camina 
    Time Stamp: a5287, Annotation: haaaaaa
    Time Stamp: a5288, Annotation: ahora camina los ladrones 
    Time Stamp: a5289, Annotation: no hay diablos 
    Time Stamp: a5290, Annotation: el ladron 
    Time Stamp: a5291, Annotation: el ladron camina 
    Time Stamp: a5292, Annotation: mmmm
    Time Stamp: a5293, Annotation: ya
    Time Stamp: a5294, Annotation: risas
    Time Stamp: a5295, Annotation: ya, ya 
    Time Stamp: a5296, Annotation: bueno 
    Time Stamp: a5297, Annotation: para que usted no se canse 
    Time Stamp: a5298, Annotation: yo digo 
    Time Stamp: a5299, Annotation: hasta ahi 
    Time Stamp: a5300, Annotation: dejemos hasta ahi 
    Time Stamp: a5301, Annotation: otro dia 
    Time Stamp: a5302, Annotation: para conversar 
    Time Stamp: a5303, Annotation: hayyyyyyy
    Time Stamp: a5304, Annotation: hay voy a venir 
    Time Stamp: a5305, Annotation: nose cuando 
    Time Stamp: a5306, Annotation: pero 
    Time Stamp: a5307, Annotation: como
    Time Stamp: a5308, Annotation: le conozco la casa
    Time Stamp: a5309, Annotation: voy a venir 
    Time Stamp: a5310, Annotation: a traerle la copia 
    Time Stamp: a5311, Annotation: de lo que grabamos 
    Time Stamp: a5312, Annotation: mmm
Speaker: Segundo Cumbal
  Tier Type: po, Annotations Count: 1326
    Time Stamp: ('ts65', 'ts66'), Annotation: si
    Time Stamp: ('ts69', 'ts70'), Annotation: a ver
    Time Stamp: ('ts71', 'ts72'), Annotation: eso es 
    Time Stamp: ('ts73', 'ts74'), Annotation: alku
    Time Stamp: ('ts75', 'ts76'), Annotation: decimos 
    Time Stamp: ('ts77', 'ts78'), Annotation: en kichua
    Time Stamp: ('ts81', 'ts82'), Annotation: alllllku
    Time Stamp: ('ts83', 'ts84'), Annotation: ama
    Time Stamp: ('ts85', 'ts86'), Annotation: jap
    Time Stamp: ('ts87', 'ts88'), Annotation: ama jatin 
    Time Stamp: ('ts90', 'ts92'), Annotation: ñuka amu cuentaa
    Time Stamp: ('ts97', 'ts98'), Annotation: mi amo 
    Time Stamp: ('ts99', 'ts100'), Annotation: usted es mi
    Time Stamp: ('ts101', 'ts102'), Annotation: señor 
    Time Stamp: ('ts105', 'ts106'), Annotation: yo que le conozco
    Time Stamp: ('ts107', 'ts108'), Annotation: a usted 
    Time Stamp: ('ts109', 'ts110'), Annotation: entonces al perro hay que decir 
    Time Stamp: ('ts111', 'ts112'), Annotation: shugshi 
    Time Stamp: ('ts113', 'ts114'), Annotation: ama mordingi
    Time Stamp: ('ts116', 'ts118'), Annotation: ñuka 
    Time Stamp: ('ts119', 'ts120'), Annotation: amigo gana 
    Time Stamp: ('ts123', 'ts124'), Annotation: llugshi 
    Time Stamp: ('ts125', 'ts126'), Annotation: es que se vaya 
    Time Stamp: ('ts133', 'ts134'), Annotation: ama mordingi
    Time Stamp: ('ts137', 'ts138'), Annotation: ñuka amigo 
    Time Stamp: ('ts141', 'ts142'), Annotation: si pes
    Time Stamp: ('ts143', 'ts144'), Annotation: decemos 
    Time Stamp: ('ts145', 'ts146'), Annotation: en quechua 
    Time Stamp: ('ts147', 'ts148'), Annotation: esssss
    Time Stamp: ('ts149', 'ts150'), Annotation: mi amigo 
    Time Stamp: ('ts151', 'ts152'), Annotation: ñuka 
    Time Stamp: ('ts155', 'ts156'), Annotation: ñuka amigo 
    Time Stamp: ('ts161', 'ts162'), Annotation: alku
    Time Stamp: ('ts163', 'ts164'), Annotation: es perro 
    Time Stamp: ('ts181', 'ts182'), Annotation: allku
    Time Stamp: ('ts197', 'ts198'), Annotation: mande 
    Time Stamp: ('ts205', 'ts206'), Annotation: ete
    Time Stamp: ('ts207', 'ts208'), Annotation: alpa
    Time Stamp: ('ts215', 'ts216'), Annotation: si 
    Time Stamp: ('ts217', 'ts219'), Annotation: alpa
    Time Stamp: ('ts223', 'ts224'), Annotation: kulki
    Time Stamp: ('ts249', 'ts250'), Annotation: yoo
    Time Stamp: ('ts251', 'ts252'), Annotation: cuando 
    Time Stamp: ('ts253', 'ts254'), Annotation: venian a mi casa
    Time Stamp: ('ts255', 'ts256'), Annotation: unos 
    Time Stamp: ('ts257', 'ts258'), Annotation: Orientanos
    Time Stamp: ('ts259', 'ts260'), Annotation: y hay 
    Time Stamp: ('ts261', 'ts262'), Annotation: ba 
    Time Stamp: ('ts263', 'ts264'), Annotation: barrios 
    Time Stamp: ('ts265', 'ts266'), Annotation: muy 
    Time Stamp: ('ts267', 'ts268'), Annotation: retirados de aqui 
    Time Stamp: ('ts269', 'ts270'), Annotation: que algunos 
    Time Stamp: ('ts271', 'ts272'), Annotation: hablan 
    Time Stamp: ('ts273', 'ts274'), Annotation: el
    Time Stamp: ('ts275', 'ts276'), Annotation: kichua
    Time Stamp: ('ts277', 'ts278'), Annotation: entonces 
    Time Stamp: ('ts279', 'ts280'), Annotation: uno hay que estar 
    Time Stamp: ('ts281', 'ts282'), Annotation: de oreja 
    Time Stamp: ('ts283', 'ts284'), Annotation: oyendo 
    Time Stamp: ('ts287', 'ts288'), Annotation: oreja 
    Time Stamp: ('ts289', 'ts290'), Annotation: decimos 
    Time Stamp: ('ts291', 'ts292'), Annotation: rrinlli
    Time Stamp: ('ts295', 'ts296'), Annotation: rrinlli
    Time Stamp: ('ts313', 'ts314'), Annotation: mi mama hablaba
    Time Stamp: ('ts317', 'ts318'), Annotation: e
    Time Stamp: ('ts319', 'ts320'), Annotation: medio, medio 
    Time Stamp: ('ts321', 'ts322'), Annotation: tonces
    Time Stamp: ('ts323', 'ts324'), Annotation: yooooo
    Time Stamp: ('ts325', 'ts326'), Annotation: cogido 
    Time Stamp: ('ts327', 'ts328'), Annotation: un poco a esa tema 
    Time Stamp: ('ts329', 'ts330'), Annotation: apenas
    Time Stamp: ('ts333', 'ts334'), Annotation: y si no 
    Time Stamp: ('ts335', 'ts336'), Annotation: derrepente
    Time Stamp: ('ts337', 'ts338'), Annotation: uno se iba al 
    Time Stamp: ('ts339', 'ts340'), Annotation: Oriente 
    Time Stamp: ('ts341', 'ts342'), Annotation: los
    Time Stamp: ('ts343', 'ts344'), Annotation: alamas 
    Time Stamp: ('ts345', 'ts346'), Annotation: hablan 
    Time Stamp: ('ts347', 'ts348'), Annotation: deeeee
    Time Stamp: ('ts349', 'ts350'), Annotation: kichua 
    Time Stamp: ('ts351', 'ts352'), Annotation: le pueden decir 
    Time Stamp: ('ts353', 'ts354'), Annotation: ahora le mato 
    Time Stamp: ('ts355', 'ts356'), Annotation: a ese hombre 
    Time Stamp: ('ts357', 'ts358'), Annotation: pero yo 
    Time Stamp: ('ts359', 'ts360'), Annotation: en kichua
    Time Stamp: ('ts361', 'ts362'), Annotation: que estan hablando ellos 
    Time Stamp: ('ts363', 'ts364'), Annotation: yo ya les
    Time Stamp: ('ts365', 'ts366'), Annotation: estoy 
    Time Stamp: ('ts367', 'ts368'), Annotation: entendiendo 
    Time Stamp: ('ts375', 'ts376'), Annotation: a ña
    Time Stamp: ('ts377', 'ts378'), Annotation: ñuka ma
    Time Stamp: ('ts379', 'ts380'), Annotation: este 
    Time Stamp: ('ts381', 'ts382'), Annotation: ñuka 
    Time Stamp: ('ts383', 'ts384'), Annotation: sha 
    Time Stamp: ('ts385', 'ts386'), Annotation: ña
    Time Stamp: ('ts387', 'ts388'), Annotation: ñuka 
    Time Stamp: ('ts389', 'ts390'), Annotation: chan amigo 
    Time Stamp: ('ts391', 'ts392'), Annotation: matashi 
    Time Stamp: ('ts395', 'ts396'), Annotation: matashi
    Time Stamp: ('ts397', 'ts398'), Annotation: amigo matashi 
    Time Stamp: ('ts401', 'ts402'), Annotation: na 
    Time Stamp: ('ts403', 'ts404'), Annotation: a mishto 
    Time Stamp: ('ts405', 'ts406'), Annotation: ama miricin
    Time Stamp: ('ts407', 'ts408'), Annotation: ñukaman
    Time Stamp: ('ts409', 'ts410'), Annotation: sino 
    Time Stamp: ('ts411', 'ts412'), Annotation: no merece 
    Time Stamp: ('ts413', 'ts414'), Annotation: para mi 
    Time Stamp: ('ts415', 'ts416'), Annotation: dice
    Time Stamp: ('ts419', 'ts420'), Annotation: ama miricin ñukaman 
    Time Stamp: ('ts423', 'ts424'), Annotation: si
    Time Stamp: ('ts429', 'ts430'), Annotation: matash 
    Time Stamp: ('ts435', 'ts436'), Annotation: guañuchisha
    Time Stamp: ('ts437', 'ts438'), Annotation: eso dicen 
    Time Stamp: ('ts441', 'ts442'), Annotation: de
    Time Stamp: ('ts443', 'ts444'), Annotation: de
    Time Stamp: ('ts445', 'ts446'), Annotation: a de morir
    Time Stamp: ('ts449', 'ts450'), Annotation: guañuchisha
    Time Stamp: ('ts451', 'ts452'), Annotation: morir
    Time Stamp: ('ts463', 'ts464'), Annotation: como
    Time Stamp: ('ts469', 'ts470'), Annotation: haaa
    Time Stamp: ('ts471', 'ts472'), Annotation: ñuka 
    Time Stamp: ('ts473', 'ts474'), Annotation: ñuka 
    Time Stamp: ('ts475', 'ts476'), Annotation: matasha
    Time Stamp: ('ts477', 'ts478'), Annotation: ama
    Time Stamp: ('ts479', 'ts480'), Annotation: ushtanga
    Time Stamp: ('ts481', 'ts482'), Annotation: nombre
    Time Stamp: ('ts483', 'ts484'), Annotation: ama miricin 
    Time Stamp: ('ts507', 'ts508'), Annotation: como
    Time Stamp: ('ts509', 'ts510'), Annotation: jari
    Time Stamp: ('ts523', 'ts524'), Annotation: jari
    Time Stamp: ('ts525', 'ts526'), Annotation: jari hombre matasha
    Time Stamp: ('ts529', 'ts530'), Annotation: si
    Time Stamp: ('ts531', 'ts532'), Annotation: jari
    Time Stamp: ('ts535', 'ts536'), Annotation: jari
    Time Stamp: ('ts537', 'ts538'), Annotation: es hombre
    Time Stamp: ('ts543', 'ts544'), Annotation: guarmi
    Time Stamp: ('ts545', 'ts546'), Annotation: es mujer
    Time Stamp: ('ts567', 'ts568'), Annotation: eee
    Time Stamp: ('ts569', 'ts570'), Annotation: que decis 
    Time Stamp: ('ts571', 'ts572'), Annotation: dice
    Time Stamp: ('ts573', 'ts574'), Annotation: ima shina
    Time Stamp: ('ts581', 'ts582'), Annotation: este
    Time Stamp: ('ts583', 'ts584'), Annotation: yo quiero verle 
    Time Stamp: ('ts601', 'ts602'), Annotation: haaa
    Time Stamp: ('ts603', 'ts604'), Annotation: en kichua
    Time Stamp: ('ts607', 'ts608'), Annotation: ñuka morcita 
    Time Stamp: ('ts611', 'ts612'), Annotation: ñuka morcita
    Time Stamp: ('ts613', 'ts614'), Annotation: ñuka
    Time Stamp: ('ts615', 'ts616'), Annotation: gushtan
    Time Stamp: ('ts617', 'ts618'), Annotation: corazo
    Time Stamp: ('ts619', 'ts620'), Annotation: kamba corazuan 
    Time Stamp: ('ts625', 'ts626'), Annotation: ñukaman gustan
    Time Stamp: ('ts627', 'ts628'), Annotation: camba corazon 
    Time Stamp: ('ts637', 'ts638'), Annotation: juyari
    Time Stamp: ('ts639', 'ts640'), Annotation: se dice
    Time Stamp: ('ts641', 'ts642'), Annotation: yo te quiero 
    Time Stamp: ('ts643', 'ts644'), Annotation: queriendo
    Time Stamp: ('ts649', 'ts650'), Annotation: si
    Time Stamp: ('ts681', 'ts682'), Annotation: este 
    Time Stamp: ('ts683', 'ts684'), Annotation: como es
    Time Stamp: ('ts685', 'ts686'), Annotation: gusano 
    Time Stamp: ('ts687', 'ts688'), Annotation: eeeee
    Time Stamp: ('ts689', 'ts690'), Annotation: no me acuerdo como se dice 
    Time Stamp: ('ts691', 'ts692'), Annotation: al gusano
    Time Stamp: ('ts717', 'ts718'), Annotation: aaa
    Time Stamp: ('ts719', 'ts720'), Annotation: juru
    Time Stamp: ('ts721', 'ts722'), Annotation: juru
    Time Stamp: ('ts723', 'ts724'), Annotation: essssss
    Time Stamp: ('ts725', 'ts726'), Annotation: claro que
    Time Stamp: ('ts727', 'ts728'), Annotation: juru 
    Time Stamp: ('ts729', 'ts730'), Annotation: es
    Time Stamp: ('ts731', 'ts732'), Annotation: chiquitito 
    Time Stamp: ('ts733', 'ts734'), Annotation: un guchano 
    Time Stamp: ('ts735', 'ts736'), Annotation: ese es 
    Time Stamp: ('ts737', 'ts739'), Annotation: juru 
    Time Stamp: ('ts745', 'ts746'), Annotation: juru
    Time Stamp: ('ts747', 'ts748'), Annotation: si
    Time Stamp: ('ts759', 'ts760'), Annotation: juru nina 
    Time Stamp: ('ts763', 'ts764'), Annotation: juru
    Time Stamp: ('ts771', 'ts772'), Annotation: no 
    Time Stamp: ('ts773', 'ts774'), Annotation: cierto 
    Time Stamp: ('ts779', 'ts780'), Annotation: jari 
    Time Stamp: ('ts781', 'ts782'), Annotation: guarmy 
    Time Stamp: ('ts783', 'ts784'), Annotation: kuru
    Time Stamp: ('ts785', 'ts786'), Annotation: jari
    Time Stamp: ('ts787', 'ts788'), Annotation: guarmy 
    Time Stamp: ('ts789', 'ts790'), Annotation: ishkay
    Time Stamp: ('ts793', 'ts794'), Annotation: ishke 
    Time Stamp: ('ts795', 'ts796'), Annotation: juru
    Time Stamp: ('ts797', 'ts798'), Annotation: guarmy
    Time Stamp: ('ts799', 'ts800'), Annotation: kari 
    Time Stamp: ('ts801', 'ts802'), Annotation: kuru
    Time Stamp: ('ts807', 'ts808'), Annotation: eso es hembra y macho 
    Time Stamp: ('ts809', 'ts810'), Annotation: para que
    Time Stamp: ('ts811', 'ts812'), Annotation: crece
    Time Stamp: ('ts821', 'ts822'), Annotation: guarmy 
    Time Stamp: ('ts823', 'ts824'), Annotation: si
    Time Stamp: ('ts825', 'ts826'), Annotation: guarmy 
    Time Stamp: ('ts827', 'ts828'), Annotation: kari 
    Time Stamp: ('ts831', 'ts832'), Annotation: jari 
    Time Stamp: ('ts833', 'ts834'), Annotation: varon 
    Time Stamp: ('ts836', 'ts838'), Annotation: guarmy 
    Time Stamp: ('ts839', 'ts840'), Annotation: mujerr
    Time Stamp: ('ts853', 'ts855'), Annotation: jari 
    Time Stamp: ('ts857', 'ts858'), Annotation: si
    Time Stamp: ('ts863', 'ts864'), Annotation: jari kuru 
    Time Stamp: ('ts865', 'ts866'), Annotation: jari, guarmy
    Time Stamp: ('ts872', 'ts874'), Annotation: jari, guarmy 
    Time Stamp: ('ts883', 'ts884'), Annotation: jari 
    Time Stamp: ('ts885', 'ts886'), Annotation: dice
    Time Stamp: ('ts887', 'ts888'), Annotation: se es
    Time Stamp: ('ts889', 'ts890'), Annotation: mas valienta 
    Time Stamp: ('ts897', 'ts898'), Annotation: jari 
    Time Stamp: ('ts899', 'ts901'), Annotation: jari 
    Time Stamp: ('ts903', 'ts904'), Annotation: jari 
    Time Stamp: ('ts905', 'ts906'), Annotation: jari 
    Time Stamp: ('ts907', 'ts908'), Annotation: tambien dice 
    Time Stamp: ('ts909', 'ts910'), Annotation: jari, jari 
    Time Stamp: ('ts911', 'ts912'), Annotation: upiarin 
    Time Stamp: ('ts913', 'ts915'), Annotation: jari, jari 
    Time Stamp: ('ts918', 'ts920'), Annotation: toma
    Time Stamp: ('ts925', 'ts926'), Annotation: imata 
    Time Stamp: ('ts929', 'ts930'), Annotation: eeee
    Time Stamp: ('ts935', 'ts936'), Annotation: tagooooo
    Time Stamp: ('ts939', 'ts940'), Annotation: chicha 
    Time Stamp: ('ts945', 'ts946'), Annotation: azuuuua
    Time Stamp: ('ts948', 'ts950'), Annotation: eso es la chicha
    Time Stamp: ('ts951', 'ts953'), Annotation: azuuua
    Time Stamp: ('ts955', 'ts956'), Annotation: ha, ha
    Time Stamp: ('ts959', 'ts960'), Annotation: azua ufiashun 
    Time Stamp: ('ts961', 'ts962'), Annotation: dice 
    Time Stamp: ('ts963', 'ts964'), Annotation: yo voy a tomar chicha 
    Time Stamp: ('ts967', 'ts968'), Annotation: azua upiachun 
    Time Stamp: ('ts971', 'ts972'), Annotation: ashtaga 
    Time Stamp: ('ts973', 'ts974'), Annotation: a mi 
    Time Stamp: ('ts975', 'ts976'), Annotation: gusta 
    Time Stamp: ('ts977', 'ts978'), Annotation: gustan 
    Time Stamp: ('ts979', 'ts980'), Annotation: azua 
    Time Stamp: ('ts983', 'ts984'), Annotation: ama macharini
    Time Stamp: ('ts986', 'ts988'), Annotation: aun no he de chumar 
    Time Stamp: ('ts991', 'ts992'), Annotation: de que 
    Time Stamp: ('ts997', 'ts998'), Annotation: Orienteka 
    Time Stamp: ('ts999', 'ts1000'), Annotation: uuuf
    Time Stamp: ('ts1001', 'ts1002'), Annotation: lejos pacha 
    Time Stamp: ('ts1005', 'ts1006'), Annotation: lejos
    Time Stamp: ('ts1007', 'ts1008'), Annotation: kay ñan 
    Time Stamp: ('ts1013', 'ts1014'), Annotation: eeeee
    Time Stamp: ('ts1015', 'ts1016'), Annotation: Papallagta
    Time Stamp: ('ts1017', 'ts1018'), Annotation: ama 
    Time Stamp: ('ts1019', 'ts1020'), Annotation: ama 
    Time Stamp: ('ts1021', 'ts1022'), Annotation: lejos, lejos
    Time Stamp: ('ts1023', 'ts1024'), Annotation: iba 
    Time Stamp: ('ts1025', 'ts1026'), Annotation: no esta lejos 
    Time Stamp: ('ts1027', 'ts1028'), Annotation: Papallagta
    Time Stamp: ('ts1030', 'ts1032'), Annotation: Oriente 
    Time Stamp: ('ts1033', 'ts1034'), Annotation: esta 
    Time Stamp: ('ts1035', 'ts1036'), Annotation: ju 
    Time Stamp: ('ts1037', 'ts1038'), Annotation: shug kuti lejos 
    Time Stamp: ('ts1039', 'ts1040'), Annotation: lejos shu kuti
    Time Stamp: ('ts1049', 'ts1050'), Annotation: lejos 
    Time Stamp: ('ts1067', 'ts1068'), Annotation: na
    Time Stamp: ('ts1069', 'ts1070'), Annotation: auto 
    Time Stamp: ('ts1071', 'ts1072'), Annotation: rrin 
    Time Stamp: ('ts1075', 'ts1076'), Annotation: auto 
    Time Stamp: ('ts1077', 'ts1078'), Annotation: rrin, rrin 
    Time Stamp: ('ts1087', 'ts1088'), Annotation: maypi kasa
    Time Stamp: ('ts1089', 'ts1090'), Annotation: casa duño
    Time Stamp: ('ts1091', 'ts1092'), Annotation: ñuka rrini chay 
    Time Stamp: ('ts1111', 'ts1113'), Annotation: shi
    Time Stamp: ('ts1114', 'ts1115'), Annotation: claro 
    Time Stamp: ('ts1116', 'ts1118'), Annotation: eso son 
    Time Stamp: ('ts1121', 'ts1122'), Annotation: eso
    Time Stamp: ('ts1123', 'ts1124'), Annotation: kausan 
    Time Stamp: ('ts1125', 'ts1126'), Annotation: ashilana 
    Time Stamp: ('ts1127', 'ts1128'), Annotation: eeeeeeeeeee
    Time Stamp: ('ts1129', 'ts1130'), Annotation: ishkay pasto 
    Time Stamp: ('ts1131', 'ts1132'), Annotation: dos pastos
    Time Stamp: ('ts1133', 'ts1134'), Annotation: en dos partes 
    Time Stamp: ('ts1135', 'ts1136'), Annotation: ashilona 
    Time Stamp: ('ts1137', 'ts1138'), Annotation: esteeeeeeeeee
    Time Stamp: ('ts1139', 'ts1140'), Annotation: como esssssss
    Time Stamp: ('ts1141', 'ts1142'), Annotation: se van al Oriente
    Time Stamp: ('ts1143', 'ts1144'), Annotation: ashidona
    Time Stamp: ('ts1145', 'ts1146'), Annotation: Puyu Napo 
    Time Stamp: ('ts1147', 'ts1148'), Annotation: ishkay llagta
    Time Stamp: ('ts1150', 'ts1152'), Annotation: ishkay 
    Time Stamp: ('ts1153', 'ts1154'), Annotation: dos Pastossssss
    Time Stamp: ('ts1155', 'ts1156'), Annotation: es
    Time Stamp: ('ts1157', 'ts1158'), Annotation: ishkay 
    Time Stamp: ('ts1159', 'ts1160'), Annotation: dos
    Time Stamp: ('ts1161', 'ts1162'), Annotation: dos pastos 
    Time Stamp: ('ts1165', 'ts1166'), Annotation: asi es 
    Time Stamp: ('ts1175', 'ts1176'), Annotation: todo lo que 
    Time Stamp: ('ts1177', 'ts1178'), Annotation: quiera
    Time Stamp: ('ts1179', 'ts1180'), Annotation: yachan 
    Time Stamp: ('ts1184', 'ts1186'), Annotation: kichua
    Time Stamp: ('ts1187', 'ts1188'), Annotation: tuky
    Time Stamp: ('ts1189', 'ts1190'), Annotation: gindi yachan 
    Time Stamp: ('ts1191', 'ts1192'), Annotation: solooo
    Time Stamp: ('ts1193', 'ts1194'), Annotation: (...........)
    Time Stamp: ('ts1195', 'ts1196'), Annotation: hablas 
    Time Stamp: ('ts1197', 'ts1198'), Annotation: este 
    Time Stamp: ('ts1199', 'ts1200'), Annotation: rriman 
    Time Stamp: ('ts1201', 'ts1202'), Annotation: kichua rriman 
    Time Stamp: ('ts1204', 'ts1206'), Annotation: tuki
    Time Stamp: ('ts1207', 'ts1208'), Annotation: tuki 
    Time Stamp: ('ts1209', 'ts1210'), Annotation: ginti
    Time Stamp: ('ts1213', 'ts1215'), Annotation: si
    Time Stamp: ('ts1219', 'ts1220'), Annotation: si
    Time Stamp: ('ts1223', 'ts1224'), Annotation: ari
    Time Stamp: ('ts1225', 'ts1226'), Annotation: ari
    Time Stamp: ('ts1227', 'ts1228'), Annotation: tio 
    Time Stamp: ('ts1229', 'ts1231'), Annotation: ninga shamunchik 
    Time Stamp: ('ts1235', 'ts1236'), Annotation: ari, compadre 
    Time Stamp: ('ts1238', 'ts1240'), Annotation: ishki
    Time Stamp: ('ts1241', 'ts1242'), Annotation: a ver 
    Time Stamp: ('ts1248', 'ts1250'), Annotation: ari, compadre 
    Time Stamp: ('ts1255', 'ts1257'), Annotation: (asin)
    Time Stamp: ('ts1266', 'ts1268'), Annotation: Otavalo
    Time Stamp: ('ts1273', 'ts1274'), Annotation: aaaaaaaaa
    Time Stamp: ('ts1275', 'ts1276'), Annotation: ari
    Time Stamp: ('ts1277', 'ts1278'), Annotation: compadre 
    Time Stamp: ('ts1279', 'ts1280'), Annotation: Otavalo
    Time Stamp: ('ts1281', 'ts1282'), Annotation: imash 
    Time Stamp: ('ts1283', 'ts1284'), Annotation: compadre
    Time Stamp: ('ts1285', 'ts1286'), Annotation: ashka bueno kan 
    Time Stamp: ('ts1287', 'ts1288'), Annotation: ashta bueno 
    Time Stamp: ('ts1289', 'ts1290'), Annotation: ashka
    Time Stamp: ('ts1291', 'ts1292'), Annotation: ufiashun 
    Time Stamp: ('ts1293', 'ts1294'), Annotation: borrachan 
    Time Stamp: ('ts1295', 'ts1296'), Annotation: ala 
    Time Stamp: ('ts1297', 'ts1298'), Annotation: aaaaalaja
    Time Stamp: ('ts1299', 'ts1300'), Annotation: compadre 
    Time Stamp: ('ts1301', 'ts1302'), Annotation: nin
    Time Stamp: ('ts1303', 'ts1304'), Annotation: kunantsi
    Time Stamp: ('ts1305', 'ts1306'), Annotation: ufiarin 
    Time Stamp: ('ts1307', 'ts1308'), Annotation: kuna ufiari
    Time Stamp: ('ts1309', 'ts1310'), Annotation: vamos tomando 
    Time Stamp: ('ts1314', 'ts1317'), Annotation: bueno 
    Time Stamp: ('ts1337', 'ts1338'), Annotation: si los de 
